MachineID,Type,Location,Timestamp,EngineTemperature,FuelConsumption,VibrationLevel,Humidity,Pressure,PowerOutput,OperatingHours,Status,Status_encoded,Timestamp_epoch,hour,dayofweek,month
M006,Generator,Site A,9/8/2025 0:00,80.3,19.23,3.66,41.9,976.3,136.2,169,Idle,2,1757289600,0,0,9
M006,Generator,Site A,9/8/2025 1:00,87.5,16.93,1.81,67.3,1008.4,112.5,170,Fault,1,1757293200,1,0,9
M006,Generator,Site A,9/8/2025 2:00,77.5,16.39,2.85,56.7,962.1,81.9,171,Active,0,1757296800,2,0,9
M006,Generator,Site A,9/8/2025 3:00,88.6,17.95,3.13,50,1015.1,80.4,172,Active,0,1757300400,3,0,9
M006,Generator,Site A,9/8/2025 4:00,80.1,16.72,2.51,61.7,973.3,99.2,173,Fault,1,1757304000,4,0,9
M006,Generator,Site A,9/8/2025 5:00,73.6,19.23,1.95,42,954.1,101.5,174,Idle,2,1757307600,5,0,9
M006,Generator,Site A,9/8/2025 6:00,87.2,17.96,3.05,61.8,983,107.3,175,Idle,2,1757311200,6,0,9
M006,Generator,Site A,9/8/2025 7:00,88.4,15.15,2.92,41.4,976.7,102.4,176,Fault,1,1757314800,7,0,9
M006,Generator,Site A,9/8/2025 8:00,84.6,19.41,3.97,49.3,980.4,102.6,177,Maintenance,3,1757318400,8,0,9
M006,Generator,Site A,9/8/2025 9:00,83,15.87,2.64,50.9,962.5,86.6,178,Idle,2,1757322000,9,0,9
M006,Generator,Site A,9/8/2025 10:00,83.1,19.75,2.13,56.5,975.3,95.1,179,Fault,1,1757325600,10,0,9
M006,Generator,Site A,9/8/2025 11:00,87.5,20.74,2.25,51.2,1019,100.9,180,Maintenance,3,1757329200,11,0,9
M006,Generator,Site A,9/8/2025 12:00,92.4,16.88,3.48,47.8,1037.3,73.2,181,Idle,2,1757332800,12,0,9
M006,Generator,Site A,9/8/2025 13:00,82.3,15.62,4.3,29.9,1000,78.8,182,Idle,2,1757336400,13,0,9
M006,Generator,Site A,9/8/2025 14:00,75.4,17.44,4.33,50.2,996,117.6,183,Fault,1,1757340000,14,0,9
M006,Generator,Site A,9/8/2025 15:00,78.8,20.73,2.45,54.3,1016.8,83.2,184,Active,0,1757343600,15,0,9
M006,Generator,Site A,9/8/2025 16:00,85.9,16.95,3.02,62.2,994.3,119.9,185,Maintenance,3,1757347200,16,0,9
M006,Generator,Site A,9/8/2025 17:00,85.8,14.95,3.45,37.7,978.8,116.8,186,Active,0,1757350800,17,0,9
M006,Generator,Site A,9/8/2025 18:00,76.4,16.14,3.57,54.4,1016.4,97.4,187,Maintenance,3,1757354400,18,0,9
M006,Generator,Site A,9/8/2025 19:00,81.6,21.11,3.1,51.9,946.3,101.8,188,Fault,1,1757358000,19,0,9
M006,Generator,Site A,9/8/2025 20:00,80.4,17.96,2.35,60.3,1022.3,91.4,189,Fault,1,1757361600,20,0,9
M006,Generator,Site A,9/8/2025 21:00,79.6,18.19,5.26,40,973.2,146,190,Active,0,1757365200,21,0,9
M006,Generator,Site A,9/8/2025 22:00,73,16.27,3.66,66.7,977,95.8,191,Fault,1,1757368800,22,0,9
M006,Generator,Site A,9/8/2025 23:00,80.4,21.66,3.92,59.6,967.7,109.5,192,Fault,1,1757372400,23,0,9
M006,Generator,Site A,9/9/2025 0:00,88.5,13.35,3.09,46.5,1024.7,89.9,193,Maintenance,3,1757376000,0,1,9
M006,Generator,Site A,9/9/2025 1:00,72.6,19.39,3.05,64.5,993.5,72.8,194,Active,0,1757379600,1,1,9
M006,Generator,Site A,9/9/2025 2:00,85.9,17.84,2.6,55.1,972.7,89,195,Active,0,1757383200,2,1,9
M006,Generator,Site A,9/9/2025 3:00,80.7,19.07,3.79,45.8,1013.2,106.4,196,Active,0,1757386800,3,1,9
M006,Generator,Site A,9/9/2025 4:00,80,18.4,4.02,49,972,121.9,197,Maintenance,3,1757390400,4,1,9
M006,Generator,Site A,9/9/2025 5:00,92.3,18.08,2.32,53,983.6,124.9,198,Maintenance,3,1757394000,5,1,9
M006,Generator,Site A,9/9/2025 6:00,82.5,17.75,5.81,44.2,977.3,113.1,199,Maintenance,3,1757397600,6,1,9
M006,Generator,Site A,9/9/2025 7:00,77.2,16.84,4.17,45,1014.6,99.5,200,Idle,2,1757401200,7,1,9
M006,Generator,Site A,9/9/2025 8:00,96.2,20.59,2.81,52.7,1003.9,107.7,201,Maintenance,3,1757404800,8,1,9
M006,Generator,Site A,9/9/2025 9:00,80.7,16.72,3.67,43.5,1011.4,156.2,202,Maintenance,3,1757408400,9,1,9
M006,Generator,Site A,9/9/2025 10:00,78.4,16.17,3.07,58,982.5,116.1,203,Idle,2,1757412000,10,1,9
M006,Generator,Site A,9/9/2025 11:00,77.5,17.85,4.41,51.8,979.6,109.3,204,Maintenance,3,1757415600,11,1,9
M006,Generator,Site A,9/9/2025 12:00,83.8,21.16,4.52,60.8,979.1,90.3,205,Fault,1,1757419200,12,1,9
M006,Generator,Site A,9/9/2025 13:00,74,14.69,3.22,29.1,1012.6,122.3,206,Active,0,1757422800,13,1,9
M006,Generator,Site A,9/9/2025 14:00,84.3,19.03,3.79,67,970.3,119.7,207,Idle,2,1757426400,14,1,9
M006,Generator,Site A,9/9/2025 15:00,95.1,18.71,3.04,51.3,1029.8,88.9,208,Idle,2,1757430000,15,1,9
M006,Generator,Site A,9/9/2025 16:00,78.4,17.94,4.36,51.7,982.7,107.5,209,Fault,1,1757433600,16,1,9
M006,Generator,Site A,9/9/2025 17:00,83.4,19.61,3.98,52.8,974.1,96.5,210,Fault,1,1757437200,17,1,9
M006,Generator,Site A,9/9/2025 18:00,83.4,15.59,4.43,77.5,976.8,97,211,Maintenance,3,1757440800,18,1,9
M006,Generator,Site A,9/9/2025 19:00,76.8,12.94,2.35,60.3,953.5,113.6,212,Idle,2,1757444400,19,1,9
M006,Generator,Site A,9/9/2025 20:00,80.4,16.12,3.06,55.5,984.2,98.8,213,Idle,2,1757448000,20,1,9
M006,Generator,Site A,9/9/2025 21:00,78.2,15.39,0.62,53.1,1038.8,116,214,Fault,1,1757451600,21,1,9
M006,Generator,Site A,9/9/2025 22:00,80.5,19.49,3.85,41.3,984.8,119.1,215,Active,0,1757455200,22,1,9
M006,Generator,Site A,9/9/2025 23:00,77.9,18.92,4.89,68.9,965.9,96.7,216,Maintenance,3,1757458800,23,1,9
M006,Generator,Site A,9/10/2025 0:00,82.8,16.16,5.52,51.6,983.3,101.2,217,Idle,2,1757462400,0,2,9
M006,Generator,Site A,9/10/2025 1:00,75.1,15.15,4.62,52.3,978.9,110.8,218,Maintenance,3,1757466000,1,2,9
M006,Generator,Site A,9/10/2025 2:00,81.4,15.34,5.27,36.4,949.6,72.8,219,Active,0,1757469600,2,2,9
M006,Generator,Site A,9/10/2025 3:00,84.6,21.22,2.56,49.5,976.1,122.4,220,Active,0,1757473200,3,2,9
M006,Generator,Site A,9/10/2025 4:00,87.5,15.71,2.6,54.5,1021.1,146.2,221,Fault,1,1757476800,4,2,9
M006,Generator,Site A,9/10/2025 5:00,85.1,17.57,3.04,62.8,1005.3,128.2,222,Maintenance,3,1757480400,5,2,9
M006,Generator,Site A,9/10/2025 6:00,79.3,17.19,1.03,30.8,985,117.2,223,Maintenance,3,1757484000,6,2,9
M006,Generator,Site A,9/10/2025 7:00,81.2,19.33,2.3,43.3,1010.8,129,224,Fault,1,1757487600,7,2,9
M006,Generator,Site A,9/10/2025 8:00,81.1,16.99,3.17,50.7,971.7,122.2,225,Idle,2,1757491200,8,2,9
M006,Generator,Site A,9/10/2025 9:00,90,18.36,4.3,63.7,999.2,112.8,226,Maintenance,3,1757494800,9,2,9
M006,Generator,Site A,9/10/2025 10:00,87.6,19.5,3.97,43.8,997.7,80.7,227,Maintenance,3,1757498400,10,2,9
M006,Generator,Site A,9/10/2025 11:00,74.6,14.37,3.67,48.4,966.1,90.8,228,Fault,1,1757502000,11,2,9
M006,Generator,Site A,9/10/2025 12:00,78.7,17.01,4.54,73.5,991.8,96.9,229,Fault,1,1757505600,12,2,9
M006,Generator,Site A,9/10/2025 13:00,85.8,16.21,4.13,42.1,993,83.5,230,Active,0,1757509200,13,2,9
M006,Generator,Site A,9/10/2025 14:00,83.1,18.49,2.88,39.9,932,123.4,231,Active,0,1757512800,14,2,9
M006,Generator,Site A,9/10/2025 15:00,86.7,16.32,3.04,34.4,947.8,99.6,232,Maintenance,3,1757516400,15,2,9
M006,Generator,Site A,9/10/2025 16:00,76.1,15.44,2.73,46.3,1023.7,98,233,Fault,1,1757520000,16,2,9
M006,Generator,Site A,9/10/2025 17:00,83.1,15.4,2.68,52.8,978.6,91.4,234,Active,0,1757523600,17,2,9
M006,Generator,Site A,9/10/2025 18:00,91.8,17.09,1.97,55.3,948.1,82.8,235,Idle,2,1757527200,18,2,9
M006,Generator,Site A,9/10/2025 19:00,80.7,16.53,4.92,46.9,994.6,108,236,Maintenance,3,1757530800,19,2,9
M006,Generator,Site A,9/10/2025 20:00,86,14.69,4.66,53.1,992.2,101.4,237,Active,0,1757534400,20,2,9
M006,Generator,Site A,9/10/2025 21:00,79.5,17.37,2.54,73.5,1011.9,105.7,238,Active,0,1757538000,21,2,9
M006,Generator,Site A,9/10/2025 22:00,75.3,18.21,3.6,68.6,977.4,100.1,239,Active,0,1757541600,22,2,9
M006,Generator,Site A,9/10/2025 23:00,78.8,18.81,4.38,53.7,997.4,107.2,240,Maintenance,3,1757545200,23,2,9
M006,Generator,Site A,9/11/2025 0:00,89.3,18.46,2.73,50.7,959.5,97.6,241,Idle,2,1757548800,0,3,9
M006,Generator,Site A,9/11/2025 1:00,85.1,20.62,2.79,54.8,995.6,126.5,242,Active,0,1757552400,1,3,9
M006,Generator,Site A,9/11/2025 2:00,85.2,17.66,2.76,50.6,971.7,109.6,243,Fault,1,1757556000,2,3,9
M006,Generator,Site A,9/11/2025 3:00,87.1,22.08,4.03,64.6,985.8,79.2,244,Active,0,1757559600,3,3,9
M006,Generator,Site A,9/11/2025 4:00,89.7,14.37,4.18,46,1026.3,107.3,245,Active,0,1757563200,4,3,9
M006,Generator,Site A,9/11/2025 5:00,87.3,17.24,2.54,63.2,996.6,90.5,246,Maintenance,3,1757566800,5,3,9
M006,Generator,Site A,9/11/2025 6:00,86.9,18.78,2.05,35.4,996.3,116.8,247,Active,0,1757570400,6,3,9
M006,Generator,Site A,9/11/2025 7:00,75.3,16.13,2.15,51.1,992.7,109.7,248,Active,0,1757574000,7,3,9
M006,Generator,Site A,9/11/2025 8:00,70.5,16.72,3.52,61.7,992.8,109.1,249,Active,0,1757577600,8,3,9
M006,Generator,Site A,9/11/2025 9:00,73,19.35,3.59,58.8,1027.7,91.3,250,Active,0,1757581200,9,3,9
M006,Generator,Site A,9/11/2025 10:00,76.8,19.38,4.24,51,971.2,79.5,251,Idle,2,1757584800,10,3,9
M006,Generator,Site A,9/11/2025 11:00,85.6,16.14,3.03,49.5,991,107.8,252,Maintenance,3,1757588400,11,3,9
M006,Generator,Site A,9/11/2025 12:00,85.2,16.53,3.43,42.2,1001.9,80.5,253,Fault,1,1757592000,12,3,9
M006,Generator,Site A,9/11/2025 13:00,87.8,20.12,4.03,34.1,977.2,104,254,Idle,2,1757595600,13,3,9
M006,Generator,Site A,9/11/2025 14:00,79.2,18.21,4.31,55.4,965.7,97.3,255,Fault,1,1757599200,14,3,9
M006,Generator,Site A,9/11/2025 15:00,83.4,17.9,1.51,62,1027.6,103.9,256,Active,0,1757602800,15,3,9
M006,Generator,Site A,9/11/2025 16:00,88.9,17.1,2.33,57.6,980.7,106.4,257,Maintenance,3,1757606400,16,3,9
M006,Generator,Site A,9/11/2025 17:00,81.9,16.24,5.73,45.4,1011.7,89.7,258,Maintenance,3,1757610000,17,3,9
M006,Generator,Site A,9/11/2025 18:00,86.7,17.43,3.2,48,955.6,75,259,Maintenance,3,1757613600,18,3,9
M006,Generator,Site A,9/11/2025 19:00,71.6,17.88,3.12,57.1,992.2,81.8,260,Fault,1,1757617200,19,3,9
M006,Generator,Site A,9/11/2025 20:00,79,15.16,2.22,80.1,988.3,114.7,261,Maintenance,3,1757620800,20,3,9
M006,Generator,Site A,9/11/2025 21:00,76.2,12.77,2.62,59.4,976.4,112.9,262,Fault,1,1757624400,21,3,9
M006,Generator,Site A,9/11/2025 22:00,86.2,16.54,3.04,52.1,994.9,102.7,263,Fault,1,1757628000,22,3,9
M006,Generator,Site A,9/11/2025 23:00,87.3,14.53,3.51,61.5,992.3,109.2,264,Idle,2,1757631600,23,3,9
M006,Generator,Site A,9/12/2025 0:00,85.6,15.72,3.14,53.7,986,99.1,265,Fault,1,1757635200,0,4,9
M006,Generator,Site A,9/12/2025 1:00,82.7,17.82,3.38,52.5,943.6,113.4,266,Maintenance,3,1757638800,1,4,9
M006,Generator,Site A,9/12/2025 2:00,81.9,15.72,3.86,47.7,1011,97.7,267,Fault,1,1757642400,2,4,9
M006,Generator,Site A,9/12/2025 3:00,78.3,17.84,4.19,49.9,1007.5,88.4,268,Active,0,1757646000,3,4,9
M006,Generator,Site A,9/12/2025 4:00,77.1,20.74,2.07,45.4,1012.3,134.6,269,Active,0,1757649600,4,4,9
M006,Generator,Site A,9/12/2025 5:00,83.8,21.56,3.1,35.7,969.6,108.1,270,Fault,1,1757653200,5,4,9
M006,Generator,Site A,9/12/2025 6:00,86.3,13.27,2.87,60,998.8,95.7,271,Active,0,1757656800,6,4,9
M006,Generator,Site A,9/12/2025 7:00,78.1,16.84,4.49,52.9,976.2,88.4,272,Fault,1,1757660400,7,4,9
M006,Generator,Site A,9/12/2025 8:00,85.2,18.72,3.25,55.5,979.6,107.5,273,Maintenance,3,1757664000,8,4,9
M006,Generator,Site A,9/12/2025 9:00,78.8,19.53,2.34,41.7,966.5,101.3,274,Idle,2,1757667600,9,4,9
M006,Generator,Site A,9/12/2025 10:00,80,20.09,2.42,39.3,982.8,121.2,275,Active,0,1757671200,10,4,9
M006,Generator,Site A,9/12/2025 11:00,87,14.86,3.14,58.6,1015,117.2,276,Fault,1,1757674800,11,4,9
M006,Generator,Site A,9/12/2025 12:00,83.3,16.78,4.37,59.3,1008.2,111.8,277,Active,0,1757678400,12,4,9
M006,Generator,Site A,9/12/2025 13:00,82.6,19.94,3.35,54.4,1051,76.8,278,Idle,2,1757682000,13,4,9
M006,Generator,Site A,9/12/2025 14:00,80.3,17.27,2.55,42.1,1005.8,90.2,279,Idle,2,1757685600,14,4,9
M006,Generator,Site A,9/12/2025 15:00,75.2,18.35,1.9,46.5,971.3,123.1,280,Active,0,1757689200,15,4,9
M006,Generator,Site A,9/12/2025 16:00,83.8,15.97,3.87,52.9,1025.9,83.1,281,Fault,1,1757692800,16,4,9
M006,Generator,Site A,9/12/2025 17:00,77.5,16.18,2.42,67.1,981.6,85.5,282,Active,0,1757696400,17,4,9
M006,Generator,Site A,9/12/2025 18:00,81,18.51,3.11,47,1007.2,126.1,283,Fault,1,1757700000,18,4,9
M006,Generator,Site A,9/12/2025 19:00,83,14.28,3.57,53.8,1008.3,91.4,284,Idle,2,1757703600,19,4,9
M006,Generator,Site A,9/12/2025 20:00,76.8,15.66,3.21,61.4,972.4,100.1,285,Fault,1,1757707200,20,4,9
M006,Generator,Site A,9/12/2025 21:00,83.9,13.96,4.49,46.8,966.7,107.2,286,Active,0,1757710800,21,4,9
M006,Generator,Site A,9/12/2025 22:00,83,15,3.84,56,998.1,98.5,287,Maintenance,3,1757714400,22,4,9
M006,Generator,Site A,9/12/2025 23:00,77,19.12,2.9,57.9,944.2,107.8,288,Maintenance,3,1757718000,23,4,9
M006,Generator,Site A,9/13/2025 0:00,89.5,17.53,2.19,59.9,951.3,74.2,289,Active,0,1757721600,0,5,9
M006,Generator,Site A,9/13/2025 1:00,87.8,12.14,4.18,70.1,986.9,110.3,290,Idle,2,1757725200,1,5,9
M006,Generator,Site A,9/13/2025 2:00,77.1,20.49,3.66,61.7,987,91.4,291,Idle,2,1757728800,2,5,9
M006,Generator,Site A,9/13/2025 3:00,80.8,17.68,1.77,32.8,996.1,104.8,292,Fault,1,1757732400,3,5,9
M006,Generator,Site A,9/13/2025 4:00,80.9,18.8,3.39,61.1,959.2,84.7,293,Idle,2,1757736000,4,5,9
M006,Generator,Site A,9/13/2025 5:00,78.7,17.43,3.33,33.5,986,106.5,294,Active,0,1757739600,5,5,9
M006,Generator,Site A,9/13/2025 6:00,73,17.15,2.26,61.4,970.8,106.8,295,Idle,2,1757743200,6,5,9
M006,Generator,Site A,9/13/2025 7:00,81.2,20.78,2.84,52.3,1007.7,111.8,296,Active,0,1757746800,7,5,9
M006,Generator,Site A,9/13/2025 8:00,84.1,19.98,3.1,53.6,967.9,87.9,297,Idle,2,1757750400,8,5,9
M006,Generator,Site A,9/13/2025 9:00,78.6,19.7,0.54,52.1,999.4,99.5,298,Maintenance,3,1757754000,9,5,9
M006,Generator,Site A,9/13/2025 10:00,87.2,18.55,3.5,46.5,995,130,299,Active,0,1757757600,10,5,9
M006,Generator,Site A,9/13/2025 11:00,84.8,18.11,4.2,41.4,1017.9,92,300,Fault,1,1757761200,11,5,9
M006,Generator,Site A,9/13/2025 12:00,83.3,17.86,2.47,46.6,974.9,111.9,301,Fault,1,1757764800,12,5,9
M006,Generator,Site A,9/13/2025 13:00,91.8,14.64,2.73,51.4,977,104,302,Maintenance,3,1757768400,13,5,9
M006,Generator,Site A,9/13/2025 14:00,80.6,19.45,3.99,60.6,998.4,116.5,303,Active,0,1757772000,14,5,9
M006,Generator,Site A,9/13/2025 15:00,74.9,14.34,4.29,61.5,998.1,130.1,304,Idle,2,1757775600,15,5,9
M006,Generator,Site A,9/13/2025 16:00,75.8,18.79,3.71,48.7,1004.7,111.8,305,Maintenance,3,1757779200,16,5,9
M006,Generator,Site A,9/13/2025 17:00,84.8,15.1,1.62,52.6,995.4,119,306,Fault,1,1757782800,17,5,9
M006,Generator,Site A,9/13/2025 18:00,83.7,14.93,3.78,65.9,976,96.9,307,Idle,2,1757786400,18,5,9
M006,Generator,Site A,9/13/2025 19:00,87.6,13.64,3.33,29.9,997,88.6,308,Fault,1,1757790000,19,5,9
M006,Generator,Site A,9/13/2025 20:00,74.6,15.11,4.45,44.6,970.4,98.7,309,Active,0,1757793600,20,5,9
M006,Generator,Site A,9/13/2025 21:00,82,15.98,2.69,58.5,986.8,101.5,310,Active,0,1757797200,21,5,9
M006,Generator,Site A,9/13/2025 22:00,83.8,14.15,4.02,50.2,1008.5,110.6,311,Idle,2,1757800800,22,5,9
M006,Generator,Site A,9/13/2025 23:00,91.8,17.51,4.19,49.7,987.9,106.2,312,Fault,1,1757804400,23,5,9
M006,Generator,Site A,9/14/2025 0:00,90.6,19.29,1.79,54.3,971.8,76.6,313,Fault,1,1757808000,0,6,9
M006,Generator,Site A,9/14/2025 1:00,87.7,17.3,4.43,66.5,1021.3,92.3,314,Maintenance,3,1757811600,1,6,9
M006,Generator,Site A,9/14/2025 2:00,80,19.39,3.09,52.8,992.2,109.4,315,Maintenance,3,1757815200,2,6,9
M006,Generator,Site A,9/14/2025 3:00,80.4,15.7,5.33,40.4,1008,109.1,316,Active,0,1757818800,3,6,9
M006,Generator,Site A,9/14/2025 4:00,78,18.77,2.91,56.9,1017.6,114.7,317,Active,0,1757822400,4,6,9
M006,Generator,Site A,9/14/2025 5:00,88.2,18.57,3.93,65.5,1029.8,120.6,318,Idle,2,1757826000,5,6,9
M006,Generator,Site A,9/14/2025 6:00,88.4,15.6,2.21,43.9,971.1,109.6,319,Active,0,1757829600,6,6,9
M006,Generator,Site A,9/14/2025 7:00,78.2,17.07,3.39,66.1,1034.3,92.9,320,Maintenance,3,1757833200,7,6,9
M006,Generator,Site A,9/14/2025 8:00,84.8,17.86,2.38,55,971.2,105.2,321,Maintenance,3,1757836800,8,6,9
M006,Generator,Site A,9/14/2025 9:00,84.1,18.25,3.62,51.8,974.7,134.1,322,Idle,2,1757840400,9,6,9
M006,Generator,Site A,9/14/2025 10:00,72.7,15.39,5.23,70.1,972,116.8,323,Active,0,1757844000,10,6,9
M006,Generator,Site A,9/14/2025 11:00,77.1,17.4,4.04,59.1,990.5,106.6,324,Idle,2,1757847600,11,6,9
M006,Generator,Site A,9/14/2025 12:00,92.8,14.06,3.33,33.8,1004.7,94.3,325,Fault,1,1757851200,12,6,9
M006,Generator,Site A,9/14/2025 13:00,71.8,17.76,3.97,45.3,967,102,326,Active,0,1757854800,13,6,9
M006,Generator,Site A,9/14/2025 14:00,84.5,17.08,2.52,54.8,1032.1,91.4,327,Fault,1,1757858400,14,6,9
M006,Generator,Site A,9/14/2025 15:00,80.8,16.07,3.51,63.9,1014.1,106.9,328,Fault,1,1757862000,15,6,9
M006,Generator,Site A,9/14/2025 16:00,82.9,19.19,4.18,59.5,990,138.7,329,Fault,1,1757865600,16,6,9
M006,Generator,Site A,9/14/2025 17:00,77.2,16.05,3.69,30.6,995.3,136.7,330,Idle,2,1757869200,17,6,9
M006,Generator,Site A,9/14/2025 18:00,85.4,16.11,3.85,46.1,996.9,87.8,331,Idle,2,1757872800,18,6,9
M006,Generator,Site A,9/14/2025 19:00,88.2,14.03,1.77,53.4,987.1,103.1,332,Idle,2,1757876400,19,6,9
M006,Generator,Site A,9/14/2025 20:00,76.6,19.51,3.2,55.6,999,96.1,333,Maintenance,3,1757880000,20,6,9
M006,Generator,Site A,9/14/2025 21:00,86.4,17.14,2.92,58.7,996.9,101.4,334,Maintenance,3,1757883600,21,6,9
M006,Generator,Site A,9/14/2025 22:00,79,13.82,3.04,44.1,979.2,100.7,335,Active,0,1757887200,22,6,9
M006,Generator,Site A,9/14/2025 23:00,85,20.2,1.57,52,1022.5,84,336,Active,0,1757890800,23,6,9
M006,Generator,Site A,9/15/2025 0:00,75,17.66,3.84,58.1,961.9,137.3,337,Idle,2,1757894400,0,0,9
M006,Generator,Site A,9/15/2025 1:00,80.8,15.66,3.39,41.6,1013.5,114.3,338,Maintenance,3,1757898000,1,0,9
M006,Generator,Site A,9/15/2025 2:00,78.9,15.54,3.21,57.2,1012.7,115,339,Idle,2,1757901600,2,0,9
M006,Generator,Site A,9/15/2025 3:00,88.4,14.52,2.94,46.6,989.8,108.7,340,Maintenance,3,1757905200,3,0,9
M006,Generator,Site A,9/15/2025 4:00,84.1,17.63,3.12,71.5,992.3,85.5,341,Fault,1,1757908800,4,0,9
M006,Generator,Site A,9/15/2025 5:00,89.5,16.49,0.27,46.5,963.1,111,342,Idle,2,1757912400,5,0,9
M006,Generator,Site A,9/15/2025 6:00,83,14.82,3.72,53.3,961.5,119.6,343,Fault,1,1757916000,6,0,9
M006,Generator,Site A,9/15/2025 7:00,82.6,14.99,1.8,61.2,985,105.4,344,Active,0,1757919600,7,0,9
M006,Generator,Site A,9/15/2025 8:00,72.2,16.33,4.05,55.1,977.1,92.8,345,Idle,2,1757923200,8,0,9
M006,Generator,Site A,9/15/2025 9:00,83.8,16.58,3.21,44.3,1025.3,93.4,346,Fault,1,1757926800,9,0,9
M006,Generator,Site A,9/15/2025 10:00,83,19.47,3.96,63.8,1002.2,74.5,347,Active,0,1757930400,10,0,9
M006,Generator,Site A,9/15/2025 11:00,80.6,16.97,4.13,63.1,988.3,76.2,348,Maintenance,3,1757934000,11,0,9
M006,Generator,Site A,9/15/2025 12:00,86.6,17.07,2.26,60.4,988.5,95.3,349,Fault,1,1757937600,12,0,9
M006,Generator,Site A,9/15/2025 13:00,82,18.66,2.93,55.6,992.8,103.6,350,Idle,2,1757941200,13,0,9
M006,Generator,Site A,9/15/2025 14:00,77.6,18.42,2.88,54.1,985.9,108.9,351,Maintenance,3,1757944800,14,0,9
M006,Generator,Site A,9/15/2025 15:00,75.3,18.49,3.72,48.5,992.7,113.5,352,Maintenance,3,1757948400,15,0,9
M006,Generator,Site A,9/15/2025 16:00,80.4,15.43,4.36,58.5,1004.9,102.6,353,Idle,2,1757952000,16,0,9
M006,Generator,Site A,9/15/2025 17:00,80.3,16.17,1.06,47.8,970.9,80.9,354,Fault,1,1757955600,17,0,9
M006,Generator,Site A,9/15/2025 18:00,74.7,16.53,4.51,52.1,981.1,118.2,355,Fault,1,1757959200,18,0,9
M006,Generator,Site A,9/15/2025 19:00,74.8,18.31,3.79,52.2,1000.1,109.3,356,Active,0,1757962800,19,0,9
M006,Generator,Site A,9/15/2025 20:00,83.8,16.13,2.13,54.7,998.6,99.8,357,Active,0,1757966400,20,0,9
M006,Generator,Site A,9/15/2025 21:00,90,16.33,3.62,42,985.9,98.7,358,Maintenance,3,1757970000,21,0,9
M006,Generator,Site A,9/15/2025 22:00,79.7,14.94,3.09,62,973,125.7,359,Idle,2,1757973600,22,0,9
M006,Generator,Site A,9/15/2025 23:00,75.5,17.13,3.57,44.3,1014.1,87.1,360,Fault,1,1757977200,23,0,9
M006,Generator,Site A,9/16/2025 0:00,82.9,15.8,3.08,43.1,981.4,97.1,361,Active,0,1757980800,0,1,9
M006,Generator,Site A,9/16/2025 1:00,76.8,14.34,0.04,50.4,945.5,120.7,362,Fault,1,1757984400,1,1,9
M006,Generator,Site A,9/16/2025 2:00,86.7,17.27,3.05,56.4,981.7,113.4,363,Maintenance,3,1757988000,2,1,9
M006,Generator,Site A,9/16/2025 3:00,84.2,17.07,1.31,51.1,1008.4,85.9,364,Active,0,1757991600,3,1,9
M006,Generator,Site A,9/16/2025 4:00,82.2,17.97,3.66,60.2,1021,120.7,365,Maintenance,3,1757995200,4,1,9
M006,Generator,Site A,9/16/2025 5:00,86.9,18.04,3.13,46.7,978.8,98.7,366,Maintenance,3,1757998800,5,1,9
M006,Generator,Site A,9/16/2025 6:00,81.3,17.01,2.82,66.6,971.1,91.7,367,Active,0,1758002400,6,1,9
M006,Generator,Site A,9/16/2025 7:00,82,18.54,3.08,57.3,985.7,106,368,Idle,2,1758006000,7,1,9
M006,Generator,Site A,9/16/2025 8:00,81.5,18.62,3.14,60.3,996.6,103.3,369,Maintenance,3,1758009600,8,1,9
M006,Generator,Site A,9/16/2025 9:00,85.9,16.29,3.82,44.2,964.6,109.9,370,Maintenance,3,1758013200,9,1,9
M006,Generator,Site A,9/16/2025 10:00,79.9,13.63,2.92,60.5,987,91.7,371,Maintenance,3,1758016800,10,1,9
M006,Generator,Site A,9/16/2025 11:00,85.3,15.55,4.9,43.8,1002,89.6,372,Maintenance,3,1758020400,11,1,9
M006,Generator,Site A,9/16/2025 12:00,89.1,20.06,2.12,57.1,990.4,102.7,373,Fault,1,1758024000,12,1,9
M006,Generator,Site A,9/16/2025 13:00,85.6,18.61,2.72,51.3,988.6,91.2,374,Fault,1,1758027600,13,1,9
M006,Generator,Site A,9/16/2025 14:00,77.2,18.62,3.51,59.9,999.1,112.9,375,Fault,1,1758031200,14,1,9
M006,Generator,Site A,9/16/2025 15:00,87.2,14.84,3.45,53.4,974.8,112.3,376,Active,0,1758034800,15,1,9
M006,Generator,Site A,9/16/2025 16:00,81.7,16.06,2.7,30.1,1024.2,91.6,377,Maintenance,3,1758038400,16,1,9
M006,Generator,Site A,9/16/2025 17:00,84.5,16.89,2.98,53.3,973.6,82.5,378,Fault,1,1758042000,17,1,9
M006,Generator,Site A,9/16/2025 18:00,75.9,17.26,3.88,51.5,987.9,76.1,379,Maintenance,3,1758045600,18,1,9
M006,Generator,Site A,9/16/2025 19:00,78.7,17.2,2.93,59.3,981,119.7,380,Maintenance,3,1758049200,19,1,9
M006,Generator,Site A,9/16/2025 20:00,85.7,16.77,4.15,57.6,999.2,92.4,381,Idle,2,1758052800,20,1,9
M006,Generator,Site A,9/16/2025 21:00,84,19.53,5.4,63.7,969.1,106.3,382,Fault,1,1758056400,21,1,9
M006,Generator,Site A,9/16/2025 22:00,82.7,14.17,4.58,56.5,934.6,102,383,Idle,2,1758060000,22,1,9
